"Station Name","ALERT UA"
"Province","NUNAVUT"
"Latitude","82.50"
"Longitude","-62.33"
"Elevation","65.40"
"Climate Identifier","2400306"
"WMO Identifier","71082"
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2008-01-01","2008","01","01","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","41","","","","",""
"2008-01-02","2008","01","02","†","","","","","","","","","","","0.0","","7.6","","5.0","","36","","","","",""
"2008-01-03","2008","01","03","†","","","","","","","","","","","0.0","","0.4","","0.2","","37","","","","",""
"2008-01-04","2008","01","04","†","","","","","","","","","","","0.0","","0.4","","0.0","T","37","","","","",""
"2008-01-05","2008","01","05","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","37","","","","",""
"2008-01-06","2008","01","06","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","37","","","","",""
"2008-01-07","2008","01","07","†","","","","","","","","","","","0.0","","0.6","","0.2","","37","","","","",""
"2008-01-08","2008","01","08","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","","","","",""
"2008-01-09","2008","01","09","","","","","","","","","","","","","","","","","","","","","","",""
"2008-01-10","2008","01","10","†","","","","","","","","","","","0.0","","0.8","","0.4","","","","","","",""
"2008-01-11","2008","01","11","†","","","","","","","","","","","0.0","","0.2","","0.0","T","37","","","","",""
"2008-01-12","2008","01","12","†","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2008-01-13","2008","01","13","","","","","","","","","","","","","","","","","","","","","","",""
"2008-01-14","2008","01","14","†","","","","","","","","","","","0.0","","0.4","","0.2","","36","","","","",""
"2008-01-15","2008","01","15","†","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2008-01-16","2008","01","16","†","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2008-01-17","2008","01","17","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","36","","","","",""
"2008-01-18","2008","01","18","†","","","","","","","","","","","0.0","","0.6","","0.2","","36","","","","",""
"2008-01-19","2008","01","19","†","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"2008-01-20","2008","01","20","†","","","","","","","","","","","0.0","","0.4","","0.2","","36","","","","",""
"2008-01-21","2008","01","21","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","37","","","","",""
"2008-01-22","2008","01","22","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","","","","",""
"2008-01-23","2008","01","23","†","","","","","","","","","","","0.0","","0.6","","0.4","","37","","","","",""
"2008-01-24","2008","01","24","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","37","","","","",""
"2008-01-25","2008","01","25","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","37","","","","",""
"2008-01-26","2008","01","26","†","","","","","","","","","","","0.0","","0.0","","0.0","","37","","","","",""
"2008-01-27","2008","01","27","","","","","","","","","","","","","","","","","","","","","","",""
"2008-01-28","2008","01","28","†","","","","","","","","","","","0.0","","0.0","","0.0","","37","","","","",""
"2008-01-29","2008","01","29","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","37","","","","",""
"2008-01-30","2008","01","30","†","","","","","","","","","","","0.0","","0.0","","0.0","","37","","","","",""
"2008-01-31","2008","01","31","†","","","","","","","","","","","0.0","","0.0","","0.0","","37","","","","",""
"2008-02-01","2008","02","01","†","","","","","","","","","","","0.0","","0.0","","0.0","","37","","","","",""
"2008-02-02","2008","02","02","†","","","","","","","","","","","0.0","","0.0","","0.0","","37","","","","",""
"2008-02-03","2008","02","03","†","","","","","","","","","","","0.0","","0.2","","0.0","T","37","","","","",""
"2008-02-04","2008","02","04","†","","","","","","","","","","","0.0","","0.0","","0.0","","37","","","","",""
"2008-02-05","2008","02","05","†","","","","","","","","","","","0.0","","0.4","","0.2","","37","","","","",""
"2008-02-06","2008","02","06","†","","","","","","","","","","","0.0","","0.6","","0.4","","37","","","","",""
"2008-02-07","2008","02","07","†","","","","","","","","","","","0.0","","0.4","","0.2","","38","","","","",""
"2008-02-08","2008","02","08","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","38","","","","",""
"2008-02-09","2008","02","09","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","38","","","","",""
"2008-02-10","2008","02","10","†","","","","","","","","","","","0.0","","0.4","","0.2","","0","","","","",""
"2008-02-11","2008","02","11","†","","","","","","","","","","","0.0","","0.6","","0.4","","38","","","","",""
"2008-02-12","2008","02","12","","","","","","","","","","","","","","","","","","","","","","",""
"2008-02-13","2008","02","13","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","38","","","","",""
"2008-02-14","2008","02","14","†","","","","","","","","","","","0.0","","1.2","","1.0","","39","","","","",""
"2008-02-15","2008","02","15","†","","","","","","","","","","","0.0","","4.4","","3.2","","39","","","","",""
"2008-02-16","2008","02","16","†","","","","","","","","","","","0.0","","2.0","","2.0","","41","","","","",""
"2008-02-17","2008","02","17","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","43","","","","",""
"2008-02-18","2008","02","18","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","43","","","","",""
"2008-02-19","2008","02","19","†","","","","","","","","","","","0.0","","0.2","","0.0","T","43","","","","",""
"2008-02-20","2008","02","20","†","","","","","","","","","","","0.0","","2.8","","2.0","","43","","","","",""
"2008-02-21","2008","02","21","†","","","","","","","","","","","0.0","","1.6","","1.2","","43","","","","",""
"2008-02-22","2008","02","22","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","43","","","","",""
"2008-02-23","2008","02","23","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","43","","","","",""
"2008-02-24","2008","02","24","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","43","","","","",""
"2008-02-25","2008","02","25","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","43","","","","",""
"2008-02-26","2008","02","26","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","43","","","","",""
